run,annotation_id,source_id,title,gold_triage_class,pred_triage_class,gold_notes,model_notes,model_evidence,url,correct,error_type
qwen14b_hierarchical,ann_0272,be_region_berner_mittelland,Sanierung Ortsdurchfahrt Stettlen,confirmed_relevant,needs_review,Fussgängerstreifen mit Mittelinseln und durchgehende Trottoirs verändern lokale Geometrieelemente der Strasse.,The source mentions several changes but lacks concrete geometry updates.,"The project involves road surfacing, pedestrian crossings, and traffic calming measures, but no specific geometry changes are confirmed.",https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-ortsdurchfahrt-stettlen.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0273,be_region_berner_mittelland,Sanierung Ortsdurchfahrt Biglen,confirmed_relevant,needs_review,Neubau eines Kreisels und Anpassung mehrerer Einmündungen führen zu klarer Änderung der Netzstruktur und Knotenlogik.,The source mentions the construction of new traffic islands but lacks concrete evidence that these will result in persistent TLM geometry updates.,Mittelinseln bei den Fussgängerstreifen,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-ortsdurchfahrt-biglen.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0285,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Regensdorf Bahnhof Nord,confirmed_relevant,needs_review,Kreisel Ostring Feldstrasse wird zu Kreuzung mit Lichtsignalanlage umgebaut; Knotenlogik und Verkehrsverbindungen ändern sich.,"The source mentions several planned improvements including new bus stops, barrier-free upgrades, and a new roundabout conversion, but lacks concrete confirmation of these changes being implemented.","Der Kreisel Ostring/Feldstrasse wird in eine Kreuzung mit Lichtsignalanlage umgebaut, an der der öffentliche Verkehr bevorzugt wird.",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/strassenprojekt-regensdorf-bahnhof-nord.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0299,be_region_berner_mittelland,Sanierung Emmentalstrasse Konolfingen,confirmed_relevant,needs_review,Kreuzung Mooshausstrasse wird zu einem Kreisel umgebaut; damit ändert sich die Knotenlogik.,"The source mentions a road realignment and the creation of a roundabout, which could imply a topology change, but the evidence is not sufficiently detailed to confirm a persistent TLM geometry update.",Die heutige Kreuzung Mooshaustrasse wird zu einem Kreisel umgebaut.,https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-berner-mittelland/sanierung-emmentalstrasse-konolfingen.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0302,be_region_emmental_oberaargau,Neubau Radweg und Instandsetzung Krauchthalstrasse Oberburg,confirmed_relevant,needs_review,"Neuer Radweg, leichte Verschiebung der Kantonsstrasse und neue Mittelinsel verändern Weg und Querungsgeometrie.","The source mentions the creation of a new bike path, but it is still in the planning phase and no concrete geometry updates have been confirmed.","In Abschnitt 1 plant der Oberingenieurkreis IV einen durchgehenden Radweg. Die Massnahmen dazu sind die folgenden: Asphaltierung des bestehenden Radwegs... Vom Vennerhus bis zur Projektgrenze an der westlichen Seite der Vennerhuskurve wird der Radweg neu erstellt, dafür wird die Kantonsstrasse an der Engstelle der Kurve leicht verschoben.",https://www.kantonsstrassen-projekte.bvd.be.ch/de/start/region-emmental-oberaargau/neubau-radweg-und-instandsetzung-krauchthalstrasse-oberburg.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0303,ag_strassenprojekte,JavaScript deaktiviert oder nicht unterstützt.,confirmed_relevant,needs_review,Umbau des Knotens Böhler zu T Knoten und Eigentrassierung der WSB verändern Knotenlogik und Strassenraum dauerhaft.,"The source mentions the creation of a T-Knoten at the Böhlerknoten, which could imply a topology change. However, the text does not provide enough detail to confirm if this will result in a persistent TLM geometry update.",Am Knoten Böhler (K242/K237) wird ein T-Knoten mit einer Lichtsignalanlage erstellt.,https://www.ag.ch/de/themen/mobilitaet-verkehr/strasseninfrastruktur/strassenprojekte/unterkulm-boehlerknoten,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0306,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Turbenthal,confirmed_relevant,needs_review,Kreuzung Tösstalstrasse St Gallerstrasse wurde in einen Kreisel umgebaut; Knotenlogik und Netzstruktur ändern sich.,"Plausible signals for future geometry changes, but no confirmed implementation.","Die zweite Etappe betrifft den Abschnitt zwischen den Einmündungen St. Gallerstrasse und Girenbadstrasse. In diesem Abschnitt gibt es nur auf einer Seite ein Trottoir. Weil sich an der Strasse aber zahlreiche publikumsintensive Gewerbeliegenschaften befinden, sind unter anderem ein zusätzliches Trottoir sowie Fussgängerübergänge mit Schutzinseln geplant.",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/geplantes-strassenprojekt-turbenthal.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0310,ag_strassenprojekte,JavaScript deaktiviert oder nicht unterstützt.,confirmed_relevant,needs_review,Neue Reussbrücke ersetzt bestehende Kantonsstrassenbrücke und Strassenanschlüsse werden an die neue Brückengeometrie angepasst.,The source mentions the construction of a new bridge but lacks specific details about the geometry or topology changes that would affect the TLM road and path network.,"Die neue Brücke bietet Platz für einseitiges Trottoir, einen Velostreifen sowie für eine fünf Meter breite Fahrbahn ohne Mittellinie.",https://www.ag.ch/de/themen/mobilitaet-verkehr/strasseninfrastruktur/strassenprojekte/muehlau-reussbruecke,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0324,sg_mitwirkung_kantonsstrassen,Mels: Strassenraumgestaltung Wangserstrasse - B38.2.073.010; Mitwirkung vom 21. März bis 21. April 2022,confirmed_relevant,needs_review,"Stützmauer wird instandgesetzt, aber Strassenachse und Netzstruktur bleiben unverändert.","The source mentions plans for road space design including widened sidewalks and a combined pedestrian and cycle path, but lacks concrete evidence of persistent TLM geometry updates.","Das vorliegende Projekt umfasst ausserorts von der bestehenden Walchi-Kreuzung bis zum Eingangstor der Gemeinde Mels eine 6,50 Meter breite Fahrbahn mit einem einseitigen, kombinierten Geh- und Radweg von 3,50 Meter Breite auf der südlichen Seite.",https://www.sg.ch/bauen/tiefbau/mitwirkung-kantonsstrassenprojekte/mitwirkungsverfahren--abgelaufene-kantonsstrassenprojekte/mels--strassenraumgestaltung-wangserstrasse---b38-2-073-010--mit.html,False,confirmed_relevant_to_needs_review
qwen14b_hierarchical,ann_0347,zh_geplante_strassenprojekte,Geplantes Strassenprojekt Regensdorf Affolternstrasse,confirmed_relevant,needs_review,"Abgesetzter Veloweg, neue Querungshilfen und Rückbau der Personenunterführung verändern dauerhafte Weg und Querungsgeometrien.","The source mentions road narrowing and widening, but does not provide enough evidence to confirm a persistent TLM geometry update.","Die Affolternstrasse wird zwischen der Watterstrasse und der Stadtgrenze Zürich erneuert, dabei verschmälert und in beide Fahrtrichtungen mit einem Radstreifen ergänzt.",https://www.zh.ch/de/planen-bauen/tiefbau/geplante-strassenprojekte/geplantes-strassenprojekt-regensdorf.html,False,confirmed_relevant_to_needs_review
